Wban Number, YearMonthDay, Time, Station Type, Maintenance Indicator, Sky Conditions, Visibility, Weather Type, Dry Bulb Temp, Dew Point Temp, Wet Bulb Temp, % Relative Humidity, Wind Speed (kt), Wind Direction, Wind Char. Gusts (kt), Val for Wind Char., Station Pressure, Pressure Tendency, Sea Level Pressure, Record Type, Precip. Total
03011,20070429,2250,AO2 ,-,CLR                                          ,10SM   ,-,45,37,41,74  , 5   ,140,-,0  ,30.33,-,-,AA,-
03011,20070429,2350,AO2 ,-,CLR                                          ,10SM   ,-,43,36,39,76  , 6   ,140,-,0  ,30.32,-,-,AA,-
03011,20070430,0050,AO2 ,-,CLR                                          ,10SM   ,-,43,36,39,76  , 3   ,140,-,0  ,30.31,-,-,AA,-
03011,20070430,0150,AO2 ,-,CLR                                          ,10SM   ,-,41,34,37,76  , 6   ,150,-,0  ,30.30,-,-,AA,-
03011,20070430,0250,AO2 ,-,CLR                                          ,10SM   ,-,41,34,37,76  , 6   ,140,-,0  ,30.29,-,-,AA,-
03011,20070430,0350,AO2 ,-,BKN075                                       ,10SM   ,-,41,34,37,76  , 3   ,110,-,0  ,30.29,-,-,AA,-
03011,20070430,0450,AO2 ,-,SCT070 BKN095                                ,10SM   ,-,41,32,37,70  , 5   ,130,-,0  ,30.28,-,-,AA,-
03011,20070430,0550,AO2 ,-,CLR                                          ,10SM   ,-,41,32,37,70  , 4   ,130,-,0  ,30.29,-,-,AA,-
03011,20070430,0650,AO2 ,-,CLR                                          ,10SM   ,-,45,34,39,65  , 4   ,130,-,0  ,30.29,-,-,AA,-
03011,20070430,0750,AO2 ,-,CLR                                          ,10SM   ,-,50,34,43,54  , 0   ,000,-,0  ,30.29,-,-,AA,-
03011,20070430,0850,AO2 ,-,CLR                                          ,10SM   ,-,55,34,45,45  , 0   ,000,-,0  ,30.29,-,-,AA,-
03011,20070430,0950,AO2 ,-,CLR                                          ,10SM   ,-,63,32,48,31  , 4   ,270,-,0  ,30.27,-,-,AA,-
03011,20070430,1050,AO2 ,-,SCT080 SCT090 BKN110                         ,10SM   ,-,64,28,48,26  , 5   ,360,-,0  ,30.27,-,-,AA,-
03011,20070430,1150,AO2 ,-,BKN080 BKN100                                ,10SM   ,-,61,28,46,29  , 9   ,350,G,19 ,30.26,-,-,AA,-
03011,20070430,1250,AO2 ,-,BKN049 BKN070 BKN090                         ,10SM   ,VCTS                ,61,32,48,34  , 12  ,330,G,21 ,30.27,-,-,AA,-
03011,20070430,1350,AO2 ,-,SCT030 BKN040 OVC080                         ,10SM   ,-RA                 ,59,23,45,25  , 3   ,040,G,14 ,30.25,-,-,AA,-
03011,20070430,1450,AO2 ,-,OVC090                                       ,10SM   ,-,59,30,46,33  , 7   ,290,-,0  ,30.23,-,-,AA,-
03012,20070401,0055,AO1 ,-,CLR                                          ,10SM   ,-,30,14,25,51  , 0   ,000,-,0  ,30.05,-,-,AA,-
03012,20070401,0155,AO1 ,-,CLR                                          ,10SM   ,-,28,14,25,56  , 4   ,340,-,0  ,30.04,-,-,AA,-
03012,20070401,0255,AO1 ,-,CLR                                          ,10SM   ,-,25,16,21,69  , 0   ,000,-,0  ,30.04,-,-,AA,-
03012,20070401,0355,AO1 ,-,CLR                                          ,10SM   ,-,23,12,19,63  , 6   ,010,-,0  ,30.02,-,-,AA,-
03012,20070401,0455,AO1 ,-,CLR                                          ,10SM   ,-,25,16,21,69  , 6   ,030,-,0  ,30.04,4,-,AA,-
03012,20070401,0555,AO1 ,-,CLR                                          ,10SM   ,-,25,16,21,69  , 3   ,060,-,0  ,30.06,-,-,AA,-
03012,20070401,0655,AO1 ,-,CLR                                          ,10SM   ,-,28,18,25,66  , 3   ,340,-,0  ,30.08,-,-,AA,-
03012,20070401,0755,AO1 ,-,CLR                                          ,10SM   ,-,43,21,36,42  , 5   ,100,-,0  ,30.10,-,-,AA,-
03012,20070401,0855,AO1 ,-,CLR                                          ,10SM   ,-,48,19,37,32  , 6   ,230,-,0  ,30.10,-,-,AA,-
03012,20070401,0955,AO1 ,-,CLR                                          ,10SM   ,-,54,19,39,25  , 3   ,270,-,0  ,30.10,-,-,AA,-
03012,20070401,1055,AO1 ,-,CLR                                          ,10SM   ,-,57,23,43,27  , 8   ,240,G,15 ,30.08,7,-,AA,-
03012,20070401,1155,AO1 ,-,CLR                                          ,10SM   ,-,59,21,43,23  , 11  ,260,G,15 ,30.06,-,-,AA,-
03012,20070401,1255,AO1 ,-,CLR                                          ,10SM   ,-,63,21,45,20  , 11  ,250,G,20 ,30.04,-,-,AA,-
03012,20070401,1355,AO1 ,-,SCT090                                       ,10SM   ,-,63,21,45,20  , 11  ,250,G,15 ,30.01,-,-,AA,-
03012,20070401,1455,AO1 ,-,BKN100                                       ,10SM   ,-,63,21,45,20  , 17  ,290,G,21 ,30.00,-,-,AA,-
03012,20070401,1555,AO1 ,-,BKN100                                       ,10SM   ,-,64,21,46,19  , 16  ,300,G,21 ,30.00,-,-,AA,-
03012,20070401,1655,AO1 ,-,FEW100                                       ,10SM   ,-,63,19,45,18  , 12  ,290,G,18 ,30.00,7,-,AA,-
03012,20070401,1755,AO1 ,-,CLR                                          ,10SM   ,-,59,18,43,20  , 11  ,290,-,0  ,30.01,-,-,AA,-
03012,20070401,1855,AO1 ,-,CLR                                          ,10SM   ,-,48,16,36,28  , 0   ,000,-,0  ,30.03,-,-,AA,-
03012,20070401,1955,AO1 ,-,CLR                                          ,10SM   ,-,45,16,36,31  , 3   ,310,-,0  ,30.05,-,-,AA,-
03012,20070401,2055,AO1 ,-,CLR                                          ,10SM   ,-,39,16,30,39  , 7   ,020,-,0  ,30.06,-,-,AA,-
03012,20070401,2155,AO1 ,-,CLR                                          ,10SM   ,-,37,18,30,46  , 4   ,120,-,0  ,30.07,-,-,AA,-
03012,20070401,2255,AO1 ,-,CLR                                          ,10SM   ,-,37,18,30,46  , 7   ,100,-,0  ,30.07,2,-,AA,-
03012,20070401,2355,AO1 ,-,CLR                                          ,10SM   ,-,34,18,28,52  , 4   ,020,-,0  ,30.07,-,-,AA,-
03012,20070402,0055,AO1 ,-,CLR                                          ,10SM   ,-,36,19,30,50  , 7   ,090,-,0  ,30.07,-,-,AA,-
03012,20070402,0155,AO1 ,-,CLR                                          ,10SM   ,-,30,18,27,61  , 3   ,360,-,0  ,30.06,-,-,AA,-
03012,20070402,0255,AO1 ,-,CLR                                          ,10SM   ,-,30,16,27,56  , 0   ,000,-,0  ,30.06,-,-,AA,-
03012,20070402,0355,AO1 ,-,CLR                                          ,10SM   ,-,28,18,25,66  , 3   ,010,-,0  ,30.07,-,-,AA,-
03012,20070402,0455,AO1 ,-,CLR                                          ,10SM   ,-,30,18,27,61  , 0   ,000,-,0  ,30.07,2,-,AA,-
03012,20070402,0555,AO1 ,-,CLR                                          ,10SM   ,-,25,16,21,69  , 0   ,000,-,0  ,30.08,-,-,AA,-
03012,20070402,0655,AO1 ,-,CLR                                          ,10SM   ,-,28,18,25,66  , 3   ,320,-,0  ,30.08,-,-,AA,-
03012,20070402,0755,AO1 ,-,CLR                                          ,10SM   ,-,46,23,37,40  , 0   ,000,-,0  ,30.08,-,-,AA,-
03012,20070402,0835,AO1 ,-,CLR                                          ,10SM   ,-,54,21,41,28  , 3   ,250,-,0  ,30.08,-,-,AA,-
03012,20070403,1155,AO1 ,-,CLR                                          ,10SM   ,-,63,16,45,16  , 10  ,220,G,16 ,30.22,-,-,AA,-
03012,20070403,1255,AO1 ,-,CLR                                          ,10SM   ,-,64,16,45,15  , 16  ,250,G,21 ,30.20,-,-,AA,-
03012,20070403,1355,AO1 ,-,CLR                                          ,10SM   ,-,63,14,45,15  , 10  ,240,G,19 ,30.19,-,-,AA,-
03012,20070403,1455,AO1 ,-,CLR                                          ,10SM   ,-,64,14,45,14  , 8   ,270,G,19 ,30.19,-,-,AA,-
03012,20070403,1555,AO1 ,-,CLR                                          ,10SM   ,-,66,12,45,12  , 12  ,280,G,19 ,30.18,-,-,AA,-
03012,20070403,1655,AO1 ,-,CLR                                          ,10SM   ,-,66,14,45,13  , 15  ,290,-,0  ,30.18,7,-,AA,-
03012,20070403,1755,AO1 ,-,CLR                                          ,10SM   ,-,63,12,45,13  , 8   ,280,-,0  ,30.19,-,-,AA,-
03012,20070403,1855,AO1 ,-,CLR                                          ,10SM   ,-,52,10,37,18  , 3   ,300,-,0  ,30.21,-,-,AA,-
03012,20070403,1955,AO1 ,-,CLR                                          ,10SM   ,-,45,9,34,23  , 5   ,350,-,0  ,30.24,-,-,AA,-
03012,20070403,2055,AO1 ,-,CLR                                          ,10SM   ,-,45,7,34,21  , 7   ,130,-,0  ,30.25,-,-,AA,-
03012,20070403,2155,AO1 ,-,CLR                                          ,10SM   ,-,41,9,30,27  , 4   ,130,-,0  ,30.27,-,-,AA,-
03012,20070403,2255,AO1 ,-,CLR                                          ,10SM   ,-,37,9,28,31  , 4   ,130,-,0  ,30.27,2,-,AA,-
03012,20070403,2355,AO1 ,-,CLR                                          ,10SM   ,-,36,14,28,40  , 8   ,070,-,0  ,30.27,-,-,AA,-
03012,20070404,0055,AO1 ,-,CLR                                          ,10SM   ,-,36,16,28,44  , 0   ,000,-,0  ,30.28,-,-,AA,-
03012,20070404,0155,AO1 ,-,CLR                                          ,10SM   ,-,36,14,28,40  , 0   ,000,-,0  ,30.27,-,-,AA,-
03012,20070404,0255,AO1 ,-,CLR                                          ,10SM   ,-,32,14,27,47  , 4   ,010,-,0  ,30.27,-,-,AA,-
03012,20070404,0355,AO1 ,-,CLR                                          ,10SM   ,-,34,14,28,44  , 3   ,040,-,0  ,30.29,-,-,AA,-
03012,20070404,0455,AO1 ,-,CLR                                          ,10SM   ,-,30,12,25,47  , 3   ,340,-,0  ,30.29,2,-,AA,-
03012,20070404,0555,AO1 ,-,CLR                                          ,10SM   ,-,28,16,25,61  , 0   ,000,-,0  ,30.31,-,-,AA,-
03012,20070404,0655,AO1 ,-,CLR                                          ,10SM   ,-,39,19,32,45  , 0   ,000,-,0  ,30.33,-,-,AA,-
03012,20070404,0755,AO1 ,-,CLR                                          ,10SM   ,-,46,25,37,44  , 4   ,230,-,0  ,30.34,-,-,AA,-
03012,20070404,0855,AO1 ,-,CLR                                          ,10SM   ,-,52,28,43,40  , 0   ,000,-,0  ,30.33,-,-,AA,-
03012,20070404,0955,AO1 ,-,CLR                                          ,10SM   ,-,55,27,43,34  , 5   ,270,-,0  ,30.32,-,-,AA,-
03012,20070404,1055,AO1 ,-,CLR                                          ,10SM   ,-,59,28,45,31  , 8   ,240,-,0  ,30.30,7,-,AA,-
03012,20070404,1155,AO1 ,-,CLR                                          ,10SM   ,-,61,27,46,27  , 10  ,240,G,15 ,30.27,-,-,AA,-
03012,20070404,1255,AO1 ,-,CLR                                          ,10SM   ,-,64,27,48,25  , 9   ,230,G,21 ,30.24,-,-,AA,-
03012,20070404,1355,AO1 ,-,CLR                                          ,10SM   ,-,64,23,46,21  , 13  ,240,G,21 ,30.21,-,-,AA,-
03012,20070404,1455,AO1 ,-,CLR                                          ,10SM   ,-,68,21,48,17  , 16  ,230,G,19 ,30.18,-,-,AA,-
03012,20070404,1555,AO1 ,-,CLR                                          ,10SM   ,-,66,21,46,18  , 14  ,240,G,25 ,30.17,-,-,AA,-
03012,20070404,1655,AO1 ,-,CLR                                          ,10SM   ,-,64,21,46,19  , 10  ,230,G,19 ,30.16,7,-,AA,-
03012,20070404,1755,AO1 ,-,CLR                                          ,10SM   ,-,61,19,45,20  , 4   ,250,-,0  ,30.16,-,-,AA,-
03012,20070404,1855,AO1 ,-,OVC110                                       ,10SM   ,-,57,19,43,23  , 5   ,230,-,0  ,30.17,-,-,AA,-
03012,20070404,1955,AO1 ,-,BKN120                                       ,10SM   ,-,55,18,41,23  , 3   ,250,-,0  ,30.19,-,-,AA,-
03012,20070404,2055,AO1 ,-,CLR                                          ,10SM   ,-,45,16,36,31  , 5   ,100,-,0  ,30.20,-,-,AA,-
03012,20070404,2155,AO1 ,-,CLR                                          ,10SM   ,-,43,19,34,38  , 5   ,070,-,0  ,30.20,-,-,AA,-
03012,20070404,2255,AO1 ,-,CLR                                          ,10SM   ,-,43,21,36,42  , 0   ,000,-,0  ,30.20,2,-,AA,-
03012,20070404,2355,AO1 ,-,CLR                                          ,10SM   ,-,36,18,30,48  , 5   ,040,-,0  ,30.20,-,-,AA,-
03012,20070405,0055,AO1 ,-,CLR                                          ,10SM   ,-,34,16,28,48  , 3   ,030,-,0  ,30.20,-,-,AA,-
03012,20070405,0155,AO1 ,-,CLR                                          ,10SM   ,-,32,18,27,56  , 5   ,020,-,0  ,30.18,-,-,AA,-
03012,20070405,0255,AO1 ,-,CLR                                          ,10SM   ,-,32,18,27,56  , 0   ,000,-,0  ,30.17,-,-,AA,-
03012,20070405,0355,AO1 ,-,CLR                                          ,10SM   ,-,32,19,28,59  , 4   ,130,-,0  ,30.17,-,-,AA,-
03012,20070405,0455,AO1 ,-,CLR                                          ,10SM   ,-,30,18,27,61  , 4   ,010,-,0  ,30.18,4,-,AA,-
03012,20070405,0555,AO1 ,-,CLR                                          ,10SM   ,-,30,18,27,61  , 0   ,000,-,0  ,30.19,-,-,AA,-
03012,20070405,0655,AO1 ,-,CLR                                          ,10SM   ,-,36,21,30,55  , 3   ,140,-,0  ,30.20,-,-,AA,-
03012,20070405,0755,AO1 ,-,CLR                                          ,10SM   ,-,43,27,37,53  , 0   ,000,-,0  ,30.20,-,-,AA,-
03012,20070405,0855,AO1 ,-,CLR                                          ,10SM   ,-,45,30,39,56  , 0   ,000,-,0  ,30.21,-,-,AA,-
03012,20070405,0955,AO1 ,-,CLR                                          ,10SM   ,-,52,30,43,43  , 0   ,000,-,0  ,30.20,-,-,AA,-
03012,20070405,1055,AO1 ,-,CLR                                          ,10SM   ,-,59,27,45,29  , 4   ,340,-,0  ,30.17,7,-,AA,-
03012,20070405,1155,AO1 ,-,CLR                                          ,10SM   ,-,63,27,46,26  , 5   ,350,-,0  ,30.14,-,-,AA,-
03012,20070405,1255,AO1 ,-,FEW100                                       ,10SM   ,-,64,25,46,23  , 5   ,050,-,0  ,30.12,-,-,AA,-
03012,20070405,1355,AO1 ,-,SCT100                                       ,10SM   ,-,63,25,46,24  , 15  ,010,G,21 ,30.12,-,-,AA,-
03012,20070405,1455,AO1 ,-,CLR                                          ,10SM   ,-,64,27,48,25  , 15  ,040,G,29 ,30.12,-,-,AA,-
03012,20070405,1555,AO1 ,-,CLR                                          ,10SM   ,-,66,25,48,21  , 9   ,350,G,16 ,30.11,-,-,AA,-
03012,20070405,1655,AO1 ,-,CLR                                          ,10SM   ,-,64,19,45,18  , 15  ,030,G,20 ,30.11,7,-,AA,-
03012,20070405,1755,AO1 ,-,CLR                                          ,10SM   ,-,63,18,45,17  , 10  ,040,-,0  ,30.12,-,-,AA,-
03012,20070405,1855,AO1 ,-,CLR                                          ,10SM   ,-,52,18,39,26  , 6   ,040,-,0  ,30.13,-,-,AA,-
03012,20070405,1955,AO1 ,-,CLR                                          ,10SM   ,-,48,18,37,30  , 8   ,090,-,0  ,30.16,-,-,AA,-
03012,20070405,2055,AO1 ,-,CLR                                          ,10SM   ,-,52,27,43,38  , 13  ,120,G,17 ,30.18,-,-,AA,-
03012,20070405,2155,AO1 ,-,CLR                                          ,10SM   ,-,48,30,39,50  , 11  ,110,-,0  ,30.19,-,-,AA,-
03012,20070405,2255,AO1 ,-,CLR                                          ,10SM   ,-,48,30,39,50  , 12  ,110,G,19 ,30.21,2,-,AA,-
03012,20070405,2355,AO1 ,-,CLR                                          ,10SM   ,-,39,21,34,48  , 6   ,090,-,0  ,30.22,-,-,AA,-
03012,20070406,0055,AO1 ,-,CLR                                          ,10SM   ,-,36,19,30,50  , 6   ,320,-,0  ,30.22,-,-,AA,-
03012,20070406,0155,AO1 ,-,CLR                                          ,10SM   ,-,36,21,30,55  , 0   ,000,-,0  ,30.21,-,-,AA,-
03012,20070406,0255,AO1 ,-,CLR                                          ,10SM   ,-,36,21,30,55  , 5   ,050,-,0  ,30.19,-,-,AA,-
03012,20070406,0355,AO1 ,-,CLR                                          ,10SM   ,-,32,25,28,75  , 0   ,000,-,0  ,30.18,-,-,AA,-
03012,20070406,0455,AO1 ,-,CLR                                          ,10SM   ,-,32,21,28,64  , 7   ,030,-,0  ,30.19,7,-,AA,-
03012,20070406,0555,AO1 ,-,CLR                                          ,10SM   ,-,28,19,25,69  , 4   ,320,-,0  ,30.20,-,-,AA,-
03012,20070406,0655,AO1 ,-,CLR                                          ,10SM   ,-,36,25,32,64  , 0   ,000,-,0  ,30.22,-,-,AA,-
03012,20070406,0755,AO1 ,-,CLR                                          ,10SM   ,-,45,30,39,56  , 0   ,000,-,0  ,30.22,-,-,AA,-
03012,20070406,0855,AO1 ,-,CLR                                          ,10SM   ,-,48,36,43,63  , 3   ,230,-,0  ,30.22,-,-,AA,-
03012,20070406,0955,AO1 ,-,CLR                                          ,10SM   ,-,54,36,46,51  , 0   ,000,-,0  ,30.20,-,-,AA,-
03012,20070406,1055,AO1 ,-,CLR                                          ,10SM   ,-,57,36,46,46  , 9   ,230,-,0  ,30.16,7,-,AA,-
03012,20070406,1155,AO1 ,-,CLR                                          ,10SM   ,-,61,30,46,31  , 8   ,230,-,0  ,30.12,-,-,AA,-
03012,20070406,1255,AO1 ,-,CLR                                          ,10SM   ,-,64,30,48,28  , 13  ,220,G,19 ,30.08,-,-,AA,-
03012,20070406,1355,AO1 ,-,CLR                                          ,10SM   ,-,61,32,48,34  , 15  ,230,G,22 ,30.07,-,-,AA,-
03012,20070406,1455,AO1 ,-,CLR                                          ,10SM   ,-,55,34,45,45  , 20  ,230,G,26 ,30.06,-,-,AA,-
03012,20070406,1555,AO1 ,-,CLR                                          ,10SM   ,-,54,34,45,47  , 15  ,230,G,21 ,30.05,-,-,AA,-
03012,20070406,1655,AO1 ,-,CLR                                          ,10SM   ,-,48,34,43,59  , 19  ,240,G,23 ,30.05,7,-,AA,-
03012,20070406,1755,AO1 ,-,FEW100                                       ,10SM   ,-,46,30,39,54  , 14  ,250,G,19 ,30.06,-,-,AA,-
03012,20070406,1855,AO1 ,-,FEW100                                       ,10SM   ,-,41,30,37,65  , 3   ,300,-,0  ,30.08,-,-,AA,-
03012,20070406,1955,AO1 ,-,SCT100                                       ,10SM   ,-,37,30,34,76  , 8   ,260,-,0  ,30.11,-,-,AA,-
03012,20070406,2055,AO1 ,-,FEW023 SCT100                                ,10SM   ,-,36,28,34,73  , 3   ,290,-,0  ,30.12,-,-,AA,-
03012,20070406,2155,AO1 ,-,OVC017                                       ,10SM   ,-,36,28,34,73  , 5   ,270,-,0  ,30.12,-,-,AA,-
03012,20070406,2255,AO1 ,-,OVC015                                       ,10SM   ,-,36,28,34,73  , 7   ,250,-,0  ,30.12,2,-,AA,-
03012,20070406,2355,AO1 ,-,OVC013                                       ,10SM   ,-,34,27,30,76  , 12  ,240,-,0  ,30.13,-,-,AA,-
03012,20070407,0055,AO1 ,-,OVC015                                       ,10SM   ,-,34,27,30,76  , 7   ,250,-,0  ,30.10,-,-,AA,-
03012,20070407,0155,AO1 ,-,OVC015                                       ,10SM   ,-,32,25,28,75  , 7   ,280,-,0  ,30.10,-,-,AA,-
03012,20070407,0255,AO1 ,-,OVC015                                       ,10SM   ,-,32,25,28,75  , 10  ,250,-,0  ,30.08,-,-,AA,-
03012,20070407,0355,AO1 ,-,OVC015                                       ,10SM   ,-,30,25,28,82  , 8   ,240,-,0  ,30.07,-,-,AA,-
03012,20070407,0455,AO1 ,-,OVC013                                       ,10SM   ,-,30,25,28,82  , 11  ,250,-,0  ,30.07,7,-,AA,-
03012,20070407,0555,AO1 ,-,OVC013                                       ,10SM   ,-,28,23,27,82  , 7   ,250,-,0  ,30.07,-,-,AA,-
03012,20070407,0655,AO1 ,-,OVC013                                       ,10SM   ,-,28,23,27,82  , 9   ,260,-,0  ,30.09,-,-,AA,-
03012,20070407,0755,AO1 ,-,OVC013                                       ,10SM   ,-,28,23,27,82  , 7   ,250,-,0  ,30.09,-,-,AA,-
03012,20070407,0855,AO1 ,-,OVC013                                       ,10SM   ,-,28,23,27,82  , 6   ,240,-,0  ,30.09,-,-,AA,-
03012,20070407,0955,AO1 ,-,OVC013                                       ,10SM   ,-,30,23,28,75  , 7   ,230,-,0  ,30.08,-,-,AA,-
03012,20070407,1055,AO1 ,-,OVC011                                       ,10SM   ,-,30,25,28,82  , 7   ,250,-,0  ,30.06,7,-,AA,-
03012,20070407,1155,AO1 ,-,OVC009                                       ,10SM   ,-,30,25,28,82  , 5   ,250,-,0  ,30.04,-,-,AA,-
03012,20070407,1255,AO1 ,-,OVC013                                       ,10SM   ,-,30,25,28,82  , 4   ,230,-,0  ,30.03,-,-,AA,-
03012,20070407,1355,AO1 ,-,OVC015                                       ,10SM   ,-,34,25,30,70  , 3   ,200,-,0  ,30.00,-,-,AA,-
03012,20070407,1455,AO1 ,-,BKN019 OVC025                                ,10SM   ,-,36,27,34,70  , 5   ,180,-,0  ,29.97,-,-,AA,-
03012,20070407,1555,AO1 ,-,OVC022                                       ,10SM   ,-,37,28,34,70  , 7   ,190,-,0  ,29.95,-,-,AA,-
03012,20070407,1655,AO1 ,-,OVC020                                       ,10SM   ,-,39,28,36,65  , 5   ,150,-,0  ,29.93,7,-,AA,-
03012,20070407,1755,AO1 ,-,SCT022 BKN090                                ,10SM   ,-,39,28,36,65  , 0   ,000,-,0  ,29.93,-,-,AA,-
03012,20070407,1855,AO1 ,-,BKN022 OVC100                                ,10SM   ,-,37,28,34,70  , 0   ,000,-,0  ,29.94,-,-,AA,-
03012,20070407,1955,AO1 ,-,OVC020                                       ,10SM   ,-,37,28,34,70  , 8   ,260,-,0  ,29.97,-,-,AA,-
03012,20070407,2055,AO1 ,-,OVC018                                       ,10SM   ,-,36,28,34,73  , 4   ,270,-,0  ,29.99,-,-,AA,-
03012,20070407,2155,AO1 ,-,OVC022                                       ,10SM   ,-,36,28,34,73  , 0   ,000,-,0  ,29.99,-,-,AA,-
03012,20070407,2255,AO1 ,-,OVC020                                       ,10SM   ,-,36,28,34,73  , 0   ,000,-,0  ,29.98,2,-,AA,-
03012,20070407,2355,AO1 ,-,OVC018                                       ,10SM   ,-,36,28,34,73  , 3   ,340,-,0  ,29.99,-,-,AA,-
03012,20070408,0055,AO1 ,-,OVC016                                       ,10SM   ,-,36,28,34,73  , 0   ,000,-,0  ,29.98,-,-,AA,-
03012,20070408,0155,AO1 ,-,BKN016 OVC032                                ,9SM    ,-,34,28,32,79  , 3   ,290,-,0  ,29.97,-,-,AA,-
03012,20070408,0255,AO1 ,-,OVC008                                       ,6SM    ,-,32,30,30,92  , 0   ,000,-,0  ,29.96,-,-,AA,-
03012,20070408,0355,AO1 ,-,OVC006                                       ,10SM   ,-,32,28,30,85  , 0   ,000,-,0  ,29.95,-,-,AA,-
03012,20070408,0455,AO1 ,-,BKN028 OVC044                                ,10SM   ,-,32,30,30,92  , 0   ,000,-,0  ,29.94,7,-,AA,-
03012,20070408,0555,AO1 ,-,FEW007 OVC030                                ,10SM   ,-,34,30,32,85  , 0   ,000,-,0  ,29.95,-,-,AA,-
03012,20070408,0655,AO1 ,-,FEW003 SCT014 BKN024                         ,10SM   ,-,34,30,32,85  , 5   ,120,-,0  ,29.96,-,-,AA,-
03012,20070408,0755,AO1 ,-,OVC008                                       ,7SM    ,-,36,32,34,85  , 0   ,000,-,0  ,29.96,-,-,AA,-
03012,20070408,0855,AO1 ,-,SCT008 BKN017 OVC055                         ,10SM   ,-,37,34,36,89  , 0   ,000,-,0  ,29.97,-,-,AA,-
03012,20070408,0955,AO1 ,-,FEW015 BKN033 BKN044                         ,10SM   ,-,39,36,37,89  , 0   ,000,-,0  ,29.96,-,-,AA,-
03012,20070408,1055,AO1 ,-,BKN026 OVC065                                ,10SM   ,-,41,37,39,86  , 5   ,240,-,0  ,29.95,7,-,AA,-
03012,20070408,1155,AO1 ,-,SCT010 BKN033 BKN048                         ,10SM   ,-,43,37,39,79  , 4   ,150,-,0  ,29.93,-,-,AA,-
03012,20070408,1255,AO1 ,-,FEW015 SCT033 BKN050                         ,10SM   ,-,46,37,43,71  , 0   ,000,-,0  ,29.91,-,-,AA,-
03012,20070408,1355,AO1 ,-,FEW019 SCT036 BKN042                         ,10SM   ,-,46,39,43,77  , 3   ,310,-,0  ,29.90,-,-,AA,-
03012,20070408,1455,AO1 ,-,BKN014 BKN085                                ,10SM   ,-,48,43,46,83  , 8   ,110,-,0  ,29.88,-,-,AA,-
03012,20070408,1555,AO1 ,-,FEW025 SCT070 SCT120                         ,10SM   ,-,52,41,46,66  , 6   ,110,-,0  ,29.87,-,-,AA,-
03012,20070408,1655,AO1 ,-,FEW034 SCT080 SCT085                         ,10SM   ,VCTS                ,50,39,45,66  , 4   ,120,-,0  ,29.86,7,-,AA,-
03012,20070408,1755,AO1 ,-,SCT060 BKN090                                ,10SM   ,TS                  ,48,39,45,71  , 3   ,070,-,0  ,29.86,-,-,AA,-
03012,20070408,1855,AO1 ,-,BKN120                                       ,10SM   ,-,45,41,43,86  , 6   ,110,-,0  ,29.88,-,-,AA,.08
03012,20070408,1955,AO1 ,-,FEW070                                       ,10SM   ,-,45,39,43,80  , 6   ,060,-,0  ,29.89,2,-,AA,-
03012,20070408,2055,AO1 ,-,BKN080                                       ,10SM   ,-,43,39,41,86  , 4   ,310,-,0  ,29.91,-,-,AA,-
03012,20070408,2155,AO1 ,-,FEW080                                       ,10SM   ,-,39,37,37,93  , 7   ,330,-,0  ,29.90,-,-,AA,-
03012,20070408,2255,AO1 ,-,SCT046 OVC070                                ,10SM   ,-,41,37,39,86  , 7   ,320,-,0  ,29.93,2,-,AA,-
03012,20070408,2355,AO1 ,-,BKN055                                       ,10SM   ,-,39,37,37,93  , 3   ,100,-,0  ,29.92,-,-,AA,-
03012,20070409,0055,AO1 ,-,CLR                                          ,10SM   ,-,39,37,37,93  , 5   ,090,-,0  ,29.91,-,-,AA,-
03012,20070409,0155,AO1 ,-,FEW100                                       ,10SM   ,-,39,37,37,93  , 4   ,090,-,0  ,29.88,-,-,AA,-
03012,20070409,0255,AO1 ,-,CLR                                          ,10SM   ,-,37,36,37,96  , 5   ,150,-,0  ,29.88,-,-,AA,-
03012,20070409,0355,AO1 ,-,BKN060                                       ,10SM   ,-,39,36,37,89  , 4   ,090,-,0  ,29.88,-,-,AA,-
03012,20070409,0455,AO1 ,-,BKN042 OVC050                                ,10SM   ,-,39,36,37,89  , 6   ,190,-,0  ,29.88,4,-,AA,-
03012,20070409,0555,AO1 ,-,FEW042 OVC070                                ,10SM   ,-,39,36,37,89  , 6   ,210,-,0  ,29.88,-,-,AA,-
03012,20070409,0655,AO1 ,-,SCT041 BKN055 BKN080                         ,10SM   ,-,41,36,39,82  , 8   ,240,-,0  ,29.88,-,-,AA,-
03012,20070409,0755,AO1 ,-,BKN065 BKN085                                ,10SM   ,-,46,39,43,77  , 8   ,210,-,0  ,29.89,-,-,AA,-
03012,20070409,0855,AO1 ,-,SCT037 SCT047 BKN065                         ,10SM   ,-,46,39,43,77  , 13  ,240,-,0  ,29.89,-,-,AA,-
03012,20070409,0955,AO1 ,-,FEW018 SCT035 BKN070                         ,10SM   ,-,46,43,45,89  , 13  ,220,G,16 ,29.89,-,-,AA,-
03012,20070409,1055,AO1 ,-,FEW050 FEW070 SCT090                         ,10SM   ,-,48,39,45,71  , 14  ,220,-,0  ,29.88,7,-,AA,-
03012,20070409,1155,AO1 ,-,CLR                                          ,10SM   ,-,52,37,45,57  , 14  ,230,G,18 ,29.84,-,-,AA,-
03012,20070409,1255,AO1 ,-,CLR                                          ,10SM   ,-,54,37,46,53  , 15  ,230,G,21 ,29.82,-,-,AA,-
